Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Number of parameters: 990
Epoch 0: Loss = 2.140206, accuracy = 21.7500 %
Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Number of parameters: 990
Epoch 0: Loss = 2.112658, accuracy = 23.0500 %
Epoch 1: Loss = 2.012537, accuracy = 28.9000 %
Epoch 2: Loss = 1.975543, accuracy = 29.1000 %
Epoch 3: Loss = 1.961932, accuracy = 30.9000 %
Epoch 4: Loss = 1.955136, accuracy = 30.4000 %
Epoch 5: Loss = 1.925638, accuracy = 32.6500 %
Epoch 6: Loss = 1.930887, accuracy = 32.4000 %
Epoch 7: Loss = 1.928134, accuracy = 32.6000 %
Epoch 8: Loss = 1.920649, accuracy = 32.8000 %
Epoch 9: Loss = 1.916069, accuracy = 33.4000 %
Epoch 10: Loss = 1.905849, accuracy = 34.3000 %
Epoch 11: Loss = 1.898806, accuracy = 35.2000 %
Epoch 12: Loss = 1.894941, accuracy = 36.2000 %
Epoch 13: Loss = 1.895127, accuracy = 35.3500 %
Epoch 14: Loss = 1.891411, accuracy = 36.9000 %
Epoch 15: Loss = 1.884304, accuracy = 36.3500 %
Epoch 16: Loss = 1.884161, accuracy = 36.7000 %
Epoch 17: Loss = 1.878583, accuracy = 37.8000 %
Epoch 18: Loss = 1.880783, accuracy = 35.7000 %
Epoch 19: Loss = 1.873324, accuracy = 36.5500 %
Epoch 20: Loss = 1.875417, accuracy = 38.0000 %
Epoch 21: Loss = 1.868116, accuracy = 38.2000 %
Epoch 22: Loss = 1.865755, accuracy = 37.6000 %
Epoch 23: Loss = 1.863175, accuracy = 38.3500 %
Epoch 24: Loss = 1.860938, accuracy = 37.9500 %
Epoch 25: Loss = 1.860397, accuracy = 38.6500 %
Epoch 26: Loss = 1.858396, accuracy = 37.4500 %
Epoch 27: Loss = 1.856824, accuracy = 37.6000 %
Epoch 28: Loss = 1.854779, accuracy = 37.7500 %
Epoch 29: Loss = 1.852175, accuracy = 37.9500 %
Epoch 30: Loss = 1.852057, accuracy = 37.7000 %
Epoch 31: Loss = 1.850115, accuracy = 38.9000 %
Epoch 32: Loss = 1.849412, accuracy = 38.3000 %
Epoch 33: Loss = 1.850179, accuracy = 38.9000 %
Epoch 34: Loss = 1.845529, accuracy = 38.4000 %
Epoch 35: Loss = 1.844770, accuracy = 38.6000 %
Epoch 36: Loss = 1.843896, accuracy = 38.9000 %
Epoch 37: Loss = 1.843360, accuracy = 38.2500 %
Epoch 38: Loss = 1.843847, accuracy = 38.9000 %
Epoch 39: Loss = 1.841552, accuracy = 38.5000 %


Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Number of parameters: 990
Epoch 0: Loss = 2.109678, accuracy = 27.1000 %
Epoch 1: Loss = 2.000552, accuracy = 29.8500 %
Epoch 2: Loss = 1.971391, accuracy = 29.4000 %
Epoch 3: Loss = 1.962681, accuracy = 30.2000 %
Epoch 4: Loss = 1.944599, accuracy = 30.6000 %
Epoch 5: Loss = 1.940562, accuracy = 32.8000 %
Epoch 6: Loss = 1.926206, accuracy = 33.2500 %
Epoch 7: Loss = 1.917706, accuracy = 34.2000 %
Epoch 8: Loss = 1.906914, accuracy = 34.0500 %
Epoch 9: Loss = 1.902804, accuracy = 35.2000 %
Epoch 10: Loss = 1.909012, accuracy = 34.0500 %
Epoch 11: Loss = 1.895829, accuracy = 35.9500 %
Epoch 12: Loss = 1.890091, accuracy = 35.3500 %
Epoch 13: Loss = 1.885446, accuracy = 36.3000 %
Epoch 14: Loss = 1.879943, accuracy = 37.5000 %
Epoch 15: Loss = 1.878209, accuracy = 36.6000 %
Epoch 16: Loss = 1.873761, accuracy = 37.9000 %
Epoch 17: Loss = 1.866940, accuracy = 37.7000 %
Epoch 18: Loss = 1.863596, accuracy = 36.6500 %
Epoch 19: Loss = 1.860410, accuracy = 37.5500 %
Epoch 20: Loss = 1.857757, accuracy = 38.9500 %
Epoch 21: Loss = 1.856724, accuracy = 38.4500 %
Epoch 22: Loss = 1.847372, accuracy = 38.5000 %
Epoch 23: Loss = 1.849203, accuracy = 38.3500 %
Epoch 24: Loss = 1.846720, accuracy = 38.8000 %
Epoch 25: Loss = 1.845152, accuracy = 39.6500 %
Epoch 26: Loss = 1.842406, accuracy = 39.1500 %
Epoch 27: Loss = 1.839203, accuracy = 38.9500 %
Epoch 28: Loss = 1.837978, accuracy = 39.0000 %
Epoch 29: Loss = 1.835724, accuracy = 39.0000 %
Epoch 30: Loss = 1.834283, accuracy = 38.9500 %
Epoch 31: Loss = 1.831052, accuracy = 40.3000 %
Epoch 32: Loss = 1.831577, accuracy = 39.1000 %
Epoch 33: Loss = 1.829704, accuracy = 39.7500 %
Epoch 34: Loss = 1.828266, accuracy = 39.4000 %
Epoch 35: Loss = 1.826002, accuracy = 40.0500 %
Epoch 36: Loss = 1.826721, accuracy = 39.6500 %
Epoch 37: Loss = 1.825264, accuracy = 40.0000 %
Epoch 38: Loss = 1.825190, accuracy = 40.1500 %
Epoch 39: Loss = 1.823909, accuracy = 39.5500 %


Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Number of parameters: 990
Epoch 0: Loss = 2.116609, accuracy = 24.0500 %
Epoch 1: Loss = 1.990144, accuracy = 27.9000 %
Epoch 2: Loss = 2.000877, accuracy = 29.9500 %
Epoch 3: Loss = 1.943969, accuracy = 30.7000 %
Epoch 4: Loss = 1.927275, accuracy = 32.1000 %
Epoch 5: Loss = 1.936223, accuracy = 33.8500 %
Epoch 6: Loss = 1.918735, accuracy = 31.6500 %
Epoch 7: Loss = 1.924088, accuracy = 34.5500 %
Epoch 8: Loss = 1.914726, accuracy = 34.3000 %
Epoch 9: Loss = 1.907654, accuracy = 34.6000 %
Epoch 10: Loss = 1.899548, accuracy = 35.0500 %
Epoch 11: Loss = 1.894136, accuracy = 36.5000 %
Epoch 12: Loss = 1.899240, accuracy = 35.3000 %
Epoch 13: Loss = 1.882348, accuracy = 36.3500 %
Epoch 14: Loss = 1.885045, accuracy = 35.9500 %
Epoch 15: Loss = 1.879476, accuracy = 36.6000 %
Epoch 16: Loss = 1.881855, accuracy = 36.3500 %
Epoch 17: Loss = 1.873422, accuracy = 37.3500 %
Epoch 18: Loss = 1.873304, accuracy = 37.2000 %
Epoch 19: Loss = 1.865806, accuracy = 36.7000 %
Epoch 20: Loss = 1.864231, accuracy = 38.0500 %
Epoch 21: Loss = 1.854929, accuracy = 37.0500 %
Epoch 22: Loss = 1.856162, accuracy = 37.7500 %
Epoch 23: Loss = 1.851154, accuracy = 38.1500 %
Epoch 24: Loss = 1.856529, accuracy = 38.2000 %
Epoch 25: Loss = 1.851038, accuracy = 38.4500 %
Epoch 26: Loss = 1.848357, accuracy = 38.2000 %
Epoch 27: Loss = 1.844487, accuracy = 38.5500 %
Epoch 28: Loss = 1.845950, accuracy = 37.8500 %
Epoch 29: Loss = 1.846117, accuracy = 38.4500 %
Epoch 30: Loss = 1.840987, accuracy = 38.6500 %
Epoch 31: Loss = 1.841358, accuracy = 38.2500 %
Epoch 32: Loss = 1.840621, accuracy = 38.3000 %
Epoch 33: Loss = 1.840466, accuracy = 38.5000 %
Epoch 34: Loss = 1.837296, accuracy = 38.5000 %
Epoch 35: Loss = 1.837917, accuracy = 38.8500 %
Epoch 36: Loss = 1.835956, accuracy = 38.7000 %
Epoch 37: Loss = 1.835656, accuracy = 38.8000 %
Epoch 38: Loss = 1.835858, accuracy = 38.8500 %
Epoch 39: Loss = 1.834330, accuracy = 38.8500 %


Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Number of parameters: 990
Epoch 0: Loss = 2.118629, accuracy = 23.7500 %
Epoch 1: Loss = 1.995488, accuracy = 28.3500 %
Epoch 2: Loss = 1.998146, accuracy = 29.7500 %
Epoch 3: Loss = 1.958544, accuracy = 27.7000 %
Epoch 4: Loss = 1.945388, accuracy = 31.8500 %
Epoch 5: Loss = 1.952850, accuracy = 31.6000 %
Epoch 6: Loss = 1.917998, accuracy = 33.5500 %
Epoch 7: Loss = 1.933609, accuracy = 32.4000 %
Epoch 8: Loss = 1.911235, accuracy = 33.7500 %
Epoch 9: Loss = 1.906947, accuracy = 33.6000 %
Epoch 10: Loss = 1.904218, accuracy = 34.1000 %
Epoch 11: Loss = 1.894023, accuracy = 35.7000 %
Epoch 12: Loss = 1.895950, accuracy = 35.3500 %
Epoch 13: Loss = 1.889460, accuracy = 36.4000 %
Epoch 14: Loss = 1.885939, accuracy = 37.3000 %
Epoch 15: Loss = 1.880931, accuracy = 36.7000 %
Epoch 16: Loss = 1.873221, accuracy = 38.2500 %
Epoch 17: Loss = 1.875704, accuracy = 37.6000 %
Epoch 18: Loss = 1.869158, accuracy = 37.9000 %
Epoch 19: Loss = 1.871710, accuracy = 37.9000 %
Epoch 20: Loss = 1.867772, accuracy = 37.8000 %
Epoch 21: Loss = 1.859152, accuracy = 38.5000 %
Epoch 22: Loss = 1.858267, accuracy = 38.5500 %
Epoch 23: Loss = 1.852398, accuracy = 39.2500 %
Epoch 24: Loss = 1.849108, accuracy = 39.1500 %
Epoch 25: Loss = 1.850545, accuracy = 39.2000 %
Epoch 26: Loss = 1.849087, accuracy = 38.8000 %
Epoch 27: Loss = 1.848934, accuracy = 39.9000 %
Epoch 28: Loss = 1.845049, accuracy = 40.1500 %
Epoch 29: Loss = 1.845306, accuracy = 39.4500 %
Epoch 30: Loss = 1.842524, accuracy = 40.1500 %
Epoch 31: Loss = 1.838404, accuracy = 40.5000 %
Epoch 32: Loss = 1.839703, accuracy = 40.0000 %
Epoch 33: Loss = 1.840220, accuracy = 40.1500 %
Epoch 34: Loss = 1.836722, accuracy = 40.6500 %
Epoch 35: Loss = 1.838367, accuracy = 40.0500 %
Epoch 36: Loss = 1.836502, accuracy = 40.0000 %
Epoch 37: Loss = 1.834381, accuracy = 40.2000 %
Epoch 38: Loss = 1.834449, accuracy = 40.5500 %
Epoch 39: Loss = 1.833793, accuracy = 40.0500 %


Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Number of parameters: 990
Epoch 0: Loss = 2.158328, accuracy = 23.3500 %
Epoch 1: Loss = 2.007731, accuracy = 29.0500 %
Epoch 2: Loss = 1.962642, accuracy = 29.5000 %
Epoch 3: Loss = 1.974465, accuracy = 29.4000 %
Epoch 4: Loss = 1.942270, accuracy = 31.7500 %
Epoch 5: Loss = 1.946245, accuracy = 31.1000 %
Epoch 6: Loss = 1.933943, accuracy = 32.1500 %
Epoch 7: Loss = 1.929987, accuracy = 31.8500 %
Epoch 8: Loss = 1.932700, accuracy = 32.2000 %
Epoch 9: Loss = 1.915149, accuracy = 33.8500 %
Epoch 10: Loss = 1.906504, accuracy = 34.6500 %
Epoch 11: Loss = 1.908645, accuracy = 34.5000 %
Epoch 12: Loss = 1.901449, accuracy = 35.9500 %
Epoch 13: Loss = 1.892746, accuracy = 36.7000 %
Epoch 14: Loss = 1.890172, accuracy = 35.7500 %
Epoch 15: Loss = 1.887494, accuracy = 36.1000 %
Epoch 16: Loss = 1.877598, accuracy = 37.0500 %
Epoch 17: Loss = 1.879849, accuracy = 37.1000 %
Epoch 18: Loss = 1.870576, accuracy = 36.1500 %
Epoch 19: Loss = 1.871223, accuracy = 37.2500 %
Epoch 20: Loss = 1.870238, accuracy = 37.6000 %
Epoch 21: Loss = 1.866298, accuracy = 38.1500 %
Epoch 22: Loss = 1.862188, accuracy = 38.1500 %
Epoch 23: Loss = 1.855128, accuracy = 38.6500 %
Epoch 24: Loss = 1.856439, accuracy = 39.9000 %
Epoch 25: Loss = 1.855562, accuracy = 38.9000 %
Epoch 26: Loss = 1.852261, accuracy = 39.3000 %
Epoch 27: Loss = 1.850740, accuracy = 39.2500 %
Epoch 28: Loss = 1.848444, accuracy = 38.8000 %
Epoch 29: Loss = 1.847803, accuracy = 39.4500 %
Epoch 30: Loss = 1.847405, accuracy = 39.0500 %
Epoch 31: Loss = 1.844048, accuracy = 39.1500 %
Epoch 32: Loss = 1.842428, accuracy = 39.4500 %
Epoch 33: Loss = 1.842696, accuracy = 39.3500 %
Epoch 34: Loss = 1.840675, accuracy = 39.3000 %
Epoch 35: Loss = 1.839502, accuracy = 39.6000 %
Epoch 36: Loss = 1.838968, accuracy = 39.5500 %
Epoch 37: Loss = 1.838532, accuracy = 40.1000 %
Epoch 38: Loss = 1.837760, accuracy = 39.5500 %
Epoch 39: Loss = 1.837807, accuracy = 40.0000 %


Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Number of parameters: 990
Epoch 0: Loss = 2.100121, accuracy = 24.8500 %
Epoch 1: Loss = 1.978927, accuracy = 27.1000 %
Epoch 2: Loss = 1.964835, accuracy = 30.1500 %
Epoch 3: Loss = 1.937569, accuracy = 32.0000 %
Epoch 4: Loss = 1.956151, accuracy = 30.9500 %
Epoch 5: Loss = 1.938535, accuracy = 33.0000 %
Epoch 6: Loss = 1.925057, accuracy = 32.2500 %
Epoch 7: Loss = 1.937810, accuracy = 34.4000 %
Epoch 8: Loss = 1.925952, accuracy = 32.1000 %
Epoch 9: Loss = 1.932776, accuracy = 31.4500 %
Epoch 10: Loss = 1.903238, accuracy = 35.1500 %
Epoch 11: Loss = 1.891746, accuracy = 35.0500 %
Epoch 12: Loss = 1.894503, accuracy = 33.9500 %
Epoch 13: Loss = 1.894034, accuracy = 36.7000 %
Epoch 14: Loss = 1.889096, accuracy = 36.1000 %
Epoch 15: Loss = 1.884274, accuracy = 37.1000 %
Epoch 16: Loss = 1.875193, accuracy = 35.7000 %
Epoch 17: Loss = 1.877823, accuracy = 36.4000 %
Epoch 18: Loss = 1.877226, accuracy = 36.6000 %
Epoch 19: Loss = 1.874575, accuracy = 36.2000 %
Epoch 20: Loss = 1.867113, accuracy = 36.8500 %
Epoch 21: Loss = 1.864113, accuracy = 37.8000 %
Epoch 22: Loss = 1.866716, accuracy = 37.3000 %
Epoch 23: Loss = 1.860562, accuracy = 37.6000 %
Epoch 24: Loss = 1.861908, accuracy = 37.5000 %
Epoch 25: Loss = 1.858667, accuracy = 37.7000 %
Epoch 26: Loss = 1.856297, accuracy = 37.7500 %
Epoch 27: Loss = 1.854533, accuracy = 39.1000 %
Epoch 28: Loss = 1.853036, accuracy = 38.3000 %
Epoch 29: Loss = 1.850445, accuracy = 38.6000 %
Epoch 30: Loss = 1.848343, accuracy = 38.7500 %
Epoch 31: Loss = 1.848253, accuracy = 38.2000 %
Epoch 32: Loss = 1.846861, accuracy = 38.8000 %
Epoch 33: Loss = 1.845560, accuracy = 37.9500 %
Epoch 34: Loss = 1.843835, accuracy = 38.4500 %
Epoch 35: Loss = 1.844168, accuracy = 38.5500 %
Epoch 36: Loss = 1.845180, accuracy = 38.9500 %
Epoch 37: Loss = 1.842637, accuracy = 38.9500 %
Epoch 38: Loss = 1.842626, accuracy = 38.5000 %
Epoch 39: Loss = 1.841028, accuracy = 38.8500 %


Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Using downloaded and verified file: /Users/letao/.medmnist/pathmnist.npz
Number of parameters: 990
Epoch 0: Loss = 2.086194, accuracy = 25.1000 %
Epoch 1: Loss = 1.988393, accuracy = 27.3000 %
Epoch 2: Loss = 1.973582, accuracy = 29.7000 %
Epoch 3: Loss = 1.960836, accuracy = 29.8500 %
Epoch 4: Loss = 1.940419, accuracy = 31.3500 %
Epoch 5: Loss = 1.938474, accuracy = 33.0000 %
Epoch 6: Loss = 1.917001, accuracy = 34.7500 %
Epoch 7: Loss = 1.921138, accuracy = 32.4000 %
Epoch 8: Loss = 1.918538, accuracy = 33.7500 %
Epoch 9: Loss = 1.905148, accuracy = 34.4500 %
Epoch 10: Loss = 1.904026, accuracy = 34.7000 %
Epoch 11: Loss = 1.896277, accuracy = 35.0000 %
Epoch 12: Loss = 1.899192, accuracy = 35.0500 %
Epoch 13: Loss = 1.890955, accuracy = 36.3000 %
Epoch 14: Loss = 1.891400, accuracy = 35.5000 %
Epoch 15: Loss = 1.881095, accuracy = 36.3500 %
Epoch 16: Loss = 1.882064, accuracy = 36.2500 %
Epoch 17: Loss = 1.878385, accuracy = 36.1500 %
Epoch 18: Loss = 1.874288, accuracy = 37.4500 %
Epoch 19: Loss = 1.866429, accuracy = 37.5500 %
Epoch 20: Loss = 1.869222, accuracy = 37.5500 %
Epoch 21: Loss = 1.861600, accuracy = 37.7500 %
Epoch 22: Loss = 1.859578, accuracy = 38.9500 %
Epoch 23: Loss = 1.860281, accuracy = 38.1000 %
Epoch 24: Loss = 1.854071, accuracy = 38.0000 %
Epoch 25: Loss = 1.855292, accuracy = 37.9500 %
Epoch 26: Loss = 1.855264, accuracy = 38.4000 %
Epoch 27: Loss = 1.853872, accuracy = 38.1500 %
Epoch 28: Loss = 1.849561, accuracy = 38.6500 %
Epoch 29: Loss = 1.846404, accuracy = 39.5000 %
Epoch 30: Loss = 1.847592, accuracy = 38.7000 %
Epoch 31: Loss = 1.844715, accuracy = 38.6000 %
Epoch 32: Loss = 1.843760, accuracy = 38.3500 %
Epoch 33: Loss = 1.842656, accuracy = 39.1500 %
Epoch 34: Loss = 1.841170, accuracy = 38.8000 %
Epoch 35: Loss = 1.840649, accuracy = 38.8000 %
Epoch 36: Loss = 1.839485, accuracy = 38.2000 %
Epoch 37: Loss = 1.838646, accuracy = 38.6000 %
Epoch 38: Loss = 1.839104, accuracy = 38.9000 %
Epoch 39: Loss = 1.836426, accuracy = 38.3000 %
